product_id,location_id,year,month,day,unit_price,manual_model,_2021,Date
216,40,2021,7,19,1.3708,176.8749687,70,19/7/21
216,41,2021,7,19,1.7052,125.3415693,76,19/7/21
216,43,2021,7,19,2.289473684,148.7950619,92,19/7/21
216,35,2021,7,20,1.881153846,182.0174311,112,20/7/21
216,36,2021,7,20,1.630923077,188.2945812,174,20/7/21
216,37,2021,7,20,1.825,207.5697881,124,20/7/21
216,39,2021,7,20,1.482727273,134.4347209,106,20/7/21
216,40,2021,7,20,1.466923077,187.0183452,140,20/7/21
216,41,2021,7,20,1.471764706,119.7897213,104,20/7/21
216,43,2021,7,20,1.880444444,150.3075894,110,20/7/21
216,35,2021,7,21,2.017586207,182.0174311,168,21/7/21
216,36,2021,7,21,1.572758621,188.2945812,156,21/7/21
216,37,2021,7,21,1.670769231,206.9742355,128,21/7/21
216,39,2021,7,21,1.545696203,133.2404093,242,21/7/21
216,40,2021,7,21,1.393728814,183.7519186,150,21/7/21
216,41,2021,7,21,1.388139535,113.5416372,142,21/7/21
216,43,2021,7,21,1.563333333,154.8607437,138,21/7/21
216,35,2021,7,22,1.831269841,182.9242909,174,22/7/21
216,36,2021,7,22,1.800869565,183.6126173,238,22/7/21
216,37,2021,7,22,1.603055556,210.7796592,162,22/7/21
216,39,2021,7,22,1.500833333,134.3353689,132,22/7/21
216,40,2021,7,22,1.416666667,185.2426378,152,22/7/21
216,41,2021,7,22,1.700833333,125.2422172,172,22/7/21
216,43,2021,7,22,1.8678125,150.2082374,88,22/7/21
216,35,2021,7,23,1.838181818,185.052961,182,23/7/21
216,36,2021,7,23,1.562826087,190.3238993,246,23/7/21
216,37,2021,7,23,1.5156,212.9083294,178,23/7/21
216,39,2021,7,23,1.626551724,135.2697275,90,23/7/21
216,40,2021,7,23,1.486825397,186.6617787,182,23/7/21
216,41,2021,7,23,1.512909091,127.3708874,130,23/7/21
216,43,2021,7,23,1.96943662,152.3369075,194,23/7/21
216,35,2021,7,24,1.579375,187.1644551,148,24/7/21
216,36,2021,7,24,1.66037037,187.8527815,206,24/7/21
216,37,2021,7,24,1.433953488,206.1858091,204,24/7/21
216,39,2021,7,24,1.541666667,132.7986097,200,24/7/21
216,40,2021,7,24,1.34981982,176.2886749,290,24/7/21
216,41,2021,7,24,1.608076923,124.8997696,144,24/7/21
216,43,2021,7,24,1.478333333,154.418944,208,24/7/21
216,35,2021,7,25,1.86902439,175.9133168,108,25/7/21
216,36,2021,7,25,1.546756757,181.3017532,98,25/7/21
216,37,2021,7,25,1.548481013,203.8861833,182,25/7/21
216,39,2021,7,25,1.358888889,113.0395369,112,25/7/21
216,40,2021,7,25,1.527882353,177.6396327,214,25/7/21
216,41,2021,7,25,1.293448276,101.0594932,78,25/7/21
216,43,2021,7,25,1.3625,134.8952504,108,25/7/21
216,35,2021,7,26,1.990740741,170.5818045,66,26/7/21
216,36,2021,7,26,1.578148148,175.9702409,74,26/7/21
216,37,2021,7,26,2.369565217,151.2406778,54,26/7/21
216,39,2021,7,26,1.27,110.2123313,28,26/7/21
216,40,2021,7,26,1.866666667,151.1431874,36,26/7/21
216,41,2021,7,26,1.444,110.939142,52,26/7/21
216,43,2021,7,26,2.3208,141.2140898,86,26/7/21
216,35,2021,7,27,1.650769231,172.566066,126,27/7/21
216,36,2021,7,27,1.589402985,173.2543924,166,27/7/21
216,37,2021,7,27,1.722835821,197.0369896,154,27/7/21
216,39,2021,7,27,1.445652174,116.3646506,58,27/7/21
216,40,2021,7,27,1.511967213,168.3043437,146,27/7/21
216,41,2021,7,27,1.687209302,115.1187035,128,27/7/21
216,43,2021,7,27,1.714782609,143.3751467,166,27/7/21
216,35,2021,7,28,1.838,172.3983621,110,28/7/21
216,36,2021,7,28,1.809285714,173.0866885,138,28/7/21
216,37,2021,7,28,1.739555556,198.007949,210,28/7/21
216,39,2021,7,28,1.449583333,119.8908451,152,28/7/21
216,40,2021,7,28,1.626296296,157.7905551,160,28/7/21
216,41,2021,7,28,1.514324324,118.6448979,118,28/7/21
216,43,2021,7,28,1.78,144.2431122,88,28/7/21
216,35,2021,7,29,1.519818182,181.9190548,130,29/7/21
216,36,2021,7,29,1.672424242,188.8527679,168,29/7/21
216,37,2021,7,29,1.669466667,210.096468,184,29/7/21
216,39,2021,7,29,1.546111111,135.4162769,100,29/7/21
216,40,2021,7,29,1.388709677,183.2366909,160,29/7/21
216,41,2021,7,29,1.4488,126.333953,152,29/7/21
216,43,2021,7,29,1.344347826,145.7745094,108,29/7/21
216,35,2021,7,30,1.725686275,196.7237913,130,30/7/21
216,36,2021,7,30,1.567411765,197.4121176,214,30/7/21
216,37,2021,7,30,1.716538462,223.7587607,244,30/7/21
216,39,2021,7,30,0.994,116.4949771,64,30/7/21
216,40,2021,7,30,1.31122449,187.2007887,126,30/7/21
216,41,2021,7,30,1.3708,126.7773754,70,30/7/21
216,43,2021,7,30,1.822622951,190.2931124,214,30/7/21
216,35,2021,7,31,1.809772727,209.78558,222,31/7/21
216,36,2021,7,31,1.585733333,194.3700118,218,31/7/21
216,37,2021,7,31,1.694313725,215.6137119,244,31/7/21
216,39,2021,7,31,1.497647059,144.4829309,208,31/7/21
216,40,2021,7,31,1.562727273,178.0579811,224,31/7/21
216,41,2021,7,31,1.398125,130.6122194,84,31/7/21
216,43,2021,7,31,1.831449275,187.2510066,222,31/7/21
216,35,2021,8,1,1.821923077,187.1779354,128,1/8/21
216,36,2021,8,1,1.496363636,191.6158084,172,1/8/21
216,37,2021,8,1,1.695,209.1011511,210,1/8/21
216,39,2021,8,1,1.368787879,121.7523209,98,1/8/21
216,40,2021,8,1,1.229344262,162.7623691,312,1/8/21
216,41,2021,8,1,1.453492063,119.0756364,190,1/8/21
216,43,2021,8,1,1.905686275,153.0301384,180,1/8/21
216,35,2021,8,2,2.210909091,158.2891846,64,2/8/21
216,36,2021,8,2,1.382,168.3286605,34,2/8/21
216,37,2021,8,2,2.204482759,182.3352895,72,2/8/21
216,39,2021,8,2,1.563846154,122.8271062,42,2/8/21
216,40,2021,8,2,1.358695652,164.2535144,62,2/8/21
216,41,2021,8,2,1.038181818,73.66352528,52,2/8/21
216,43,2021,8,2,2.681428571,143.9208129,68,2/8/21
216,35,2021,8,3,1.583584906,177.4881965,126,3/8/21
216,36,2021,8,3,1.803846154,175.6212878,218,3/8/21
216,37,2021,8,3,1.796511628,198.72146,232,3/8/21
216,39,2021,8,3,1.682413793,123.254134,82,3/8/21
216,40,2021,8,3,1.445362319,174.0592863,178,3/8/21
216,41,2021,8,3,1.53245614,110.8421038,178,3/8/21
216,43,2021,8,3,2.455384615,135.5048346,68,3/8/21
216,35,2021,8,4,1.665342466,189.4277253,162,4/8/21
216,36,2021,8,4,1.602295082,190.1160517,348,4/8/21
216,37,2021,8,4,1.90893617,209.2737605,232,4/8/21
216,39,2021,8,4,1.567333333,135.1936629,130,4/8/21
216,40,2021,8,4,1.478450704,186.2164993,182,4/8/21
216,41,2021,8,4,1.261818182,99.28275192,104,4/8/21
216,43,2021,8,4,1.753055556,152.6952357,208,4/8/21
216,35,2021,8,5,1.862777778,184.7251476,172,5/8/21
216,36,2021,8,5,1.718761905,190.113584,274,5/8/21
216,37,2021,8,5,1.607692308,212.6980141,192,5/8/21
216,39,2021,8,5,1.457692308,129.4967427,216,5/8/21
216,40,2021,8,5,1.607692308,171.8614787,190,5/8/21
216,41,2021,8,5,1.465882353,119.6494653,96,5/8/21
216,43,2021,8,5,1.720833333,156.1297448,192,5/8/21
216,35,2021,8,6,1.678529412,189.4252576,164,6/8/21
216,36,2021,8,6,1.651230769,190.113584,150,6/8/21
216,37,2021,8,6,1.445492958,207.6853464,154,6/8/21
216,39,2021,8,6,1.608333333,134.5094105,168,6/8/21
216,40,2021,8,6,1.497835052,187.0957733,276,6/8/21
216,41,2021,8,6,1.308909091,108.4734873,134,6/8/21
216,43,2021,8,6,2.009344262,152.4653042,178,6/8/21
216,35,2021,8,7,1.565862069,189.4252576,226,7/8/21
216,36,2021,8,7,1.56244898,190.113584,248,7/8/21
216,37,2021,8,7,1.585206612,212.6980141,292,7/8/21
216,39,2021,8,7,1.535813953,134.5094105,244,7/8/21
216,40,2021,8,7,1.54,185.9014618,240,7/8/21
216,41,2021,8,7,1.331388889,108.4734873,176,7/8/21
216,43,2021,8,7,1.520793651,157.3240564,170,7/8/21
216,35,2021,8,8,1.814761905,185.7313593,96,8/8/21
216,36,2021,8,8,1.482093023,191.3078956,224,8/8/21
216,37,2021,8,8,1.84311828,209.2712928,222,8/8/21
216,39,2021,8,8,1.472461538,130.9059999,206,8/8/21
216,40,2021,8,8,1.426344086,186.610991,254,8/8/21
216,41,2021,8,8,1.545087719,126.6105704,186,8/8/21
216,43,2021,8,8,2.08483871,149.6813408,70,8/8/21
216,35,2021,8,9,1.627333333,188.1562565,76,9/8/21
216,36,2021,8,9,2.288461538,182.0217256,34,9/8/21
216,37,2021,8,9,1.666296296,207.5242371,54,9/8/21
216,39,2021,8,9,1.510869565,134.4347209,70,9/8/21
216,40,2021,8,9,1.846842105,163.8667422,60,9/8/21
216,41,2021,8,9,1.0975,80.36315237,40,9/8/21
216,43,2021,8,9,3.714444444,149.4968838,172,9/8/21
216,35,2021,8,10,1.805873016,183.5736446,158,10/8/21
216,36,2021,8,10,1.450714286,183.8319151,204,10/8/21
216,37,2021,8,10,1.57,211.4290129,206,10/8/21
216,39,2021,8,10,1.631724138,133.2404093,184,10/8/21
216,40,2021,8,10,1.533561644,181.6827969,202,10/8/21
216,41,2021,8,10,1.6,125.3415693,220,10/8/21
216,43,2021,8,10,1.685087719,154.8607437,190,10/8/21
216,35,2021,8,11,2.019166667,182.5674328,112,11/8/21
216,36,2021,8,11,1.634731183,188.8445828,238,11/8/21
216,37,2021,8,11,1.634489796,211.4290129,228,11/8/21
216,39,2021,8,11,1.579863014,133.2404093,234,11/8/21
216,40,2021,8,11,1.372894737,176.8749687,176,11/8/21
216,41,2021,8,11,1.641698113,125.3415693,170,11/8/21
216,43,2021,8,11,2.714102564,138.0318546,98,11/8/21
216,35,2021,8,12,1.717755102,187.6062548,108,12/8/21
216,36,2021,8,12,1.475176471,189.4888927,238,12/8/21
216,37,2021,8,12,1.782647059,206.8121415,152,12/8/21
216,39,2021,8,12,1.500263158,134.4347209,218,12/8/21
216,40,2021,8,12,1.456129032,185.609088,144,12/8/21
216,41,2021,8,12,1.564594595,125.3415693,110,12/8/21
216,43,2021,8,12,2.033404255,147.5236261,110,12/8/21
216,35,2021,8,13,1.691538462,187.6062548,150,13/8/21
216,36,2021,8,13,1.519090909,189.4888927,142,13/8/21
216,37,2021,8,13,1.5,212.0733228,248,13/8/21
216,39,2021,8,13,1.395777778,126.3705721,130,13/8/21
216,40,2021,8,13,1.754590164,168.0372426,178,13/8/21
216,41,2021,8,13,1.602653061,125.3415693,158,13/8/21
216,43,2021,8,13,1.31,136.4466691,130,13/8/21
216,35,2021,8,14,1.48627907,182.5551795,106,14/8/21
216,36,2021,8,14,1.666056338,188.2945812,214,14/8/21
216,37,2021,8,14,1.717226891,218.4088287,314,14/8/21
216,39,2021,8,14,1.593636364,133.2404093,170,14/8/21
216,40,2021,8,14,1.348723404,175.7021111,228,14/8/21
216,41,2021,8,14,1.153396226,98.35275691,126,14/8/21
216,43,2021,8,14,1.736875,152.3055086,276,14/8/21
216,35,2021,8,15,1.4552,176.3482002,106,15/8/21
216,36,2021,8,15,1.899259259,183.4634042,144,15/8/21
216,37,2021,8,15,1.902527473,206.5635763,214,15/8/21
216,39,2021,8,15,1.650833333,133.2404093,148,15/8/21
216,40,2021,8,15,1.456491228,185.609088,292,15/8/21
216,41,2021,8,15,1.55,125.3415693,84,15/8/21
216,43,2021,8,15,1.813404255,151.3138012,132,15/8/21
216,35,2021,8,16,2.278888889,161.5684292,68,16/8/21
216,36,2021,8,16,1.134545455,162.3226588,48,16/8/21
216,37,2021,8,16,1.769285714,207.9508047,72,16/8/21
216,39,2021,8,16,1.547272727,133.2404093,60,16/8/21
216,40,2021,8,16,1.785454545,164.872954,72,16/8/21
216,41,2021,8,16,1.689047619,125.3415693,54,16/8/21
216,43,2021,8,16,2.506470588,142.7135557,76,16/8/21
216,35,2021,8,17,2.224583333,179.2334678,120,17/8/21
216,36,2021,8,17,1.88225,183.4634042,212,17/8/21
216,37,2021,8,17,1.451075269,205.8663435,206,17/8/21
216,39,2021,8,17,1.83627451,127.3276678,150,17/8/21
216,40,2021,8,17,1.7492,168.0372426,124,17/8/21
216,41,2021,8,17,1.301176471,108.4734873,92,17/8/21
216,43,2021,8,17,2.322916667,148.7950619,122,17/8/21
216,35,2021,8,18,1.785833333,183.0236429,100,18/8/21
216,36,2021,8,18,1.555230769,188.2945812,178,18/8/21
216,37,2021,8,18,1.832045455,207.5697881,212,18/8/21
216,39,2021,8,18,1.249069767,111.9576981,110,18/8/21
216,40,2021,8,18,1.558070175,173.8015321,158,18/8/21
216,41,2021,8,18,1.252051282,100.162026,90,18/8/21
216,43,2021,8,18,1.717323944,154.8607437,210,18/8/21
216,35,2021,8,19,1.743684211,185.0510198,138,19/8/21
216,36,2021,8,19,1.717789474,188.2945812,266,19/8/21
216,37,2021,8,19,1.906530612,206.5635763,238,19/8/21
216,39,2021,8,19,1.489245283,134.4347209,158,19/8/21
216,40,2021,8,19,1.346666667,175.7021111,116,19/8/21
216,41,2021,8,19,1.166,98.35275691,62,19/8/21
216,43,2021,8,19,2.0456,147.5236261,132,19/8/21
216,35,2021,8,20,2.026774194,179.2334678,172,20/8/21
216,36,2021,8,20,1.599350649,188.2945812,210,20/8/21
216,37,2021,8,20,1.715979381,212.0771784,238,20/8/21
216,39,2021,8,20,1.378421053,123.3889147,166,20/8/21
216,40,2021,8,20,1.428850575,185.3419898,242,20/8/21
216,41,2021,8,20,1.505,126.5358808,138,20/8/21
216,43,2021,8,20,2.036578947,147.5236261,216,20/8/21
216,35,2021,8,21,1.81115942,183.0236429,186,21/8/21
216,36,2021,8,21,1.552588235,188.2945812,226,21/8/21
216,37,2021,8,21,1.61673913,210.8790113,468,21/8/21
216,39,2021,8,21,1.504757282,134.4347209,314,21/8/21
216,40,2021,8,21,1.231212121,161.3531557,238,21/8/21
216,41,2021,8,21,1.613548387,125.3415693,176,21/8/21
216,43,2021,8,21,1.638888889,154.8607437,216,21/8/21
216,35,2021,8,22,1.867021277,181.9180791,138,22/8/21
216,36,2021,8,22,1.624666667,188.1952291,182,22/8/21
216,37,2021,8,22,2.148392857,203.680261,274,22/8/21
216,39,2021,8,22,1.488367347,134.3353689,154,22/8/21
216,40,2021,8,22,1.544606742,177.5099689,274,22/8/21
216,41,2021,8,22,1.58,125.2422172,20,22/8/21
216,43,2021,8,22,1.874137931,150.2082374,172,22/8/21
216,35,2021,8,23,2.163513514,181.2627859,98,23/8/21
216,36,2021,8,23,1.802777778,185.7412874,104,23/8/21
216,37,2021,8,23,2.490526316,148.3787036,216,23/8/21
216,39,2021,8,23,1.476666667,135.2697275,72,23/8/21
216,40,2021,8,23,1.786969697,166.9022721,90,23/8/21
216,41,2021,8,23,1.814444444,122.9273321,40,23/8/21
216,43,2021,8,23,2.3796,150.82438,56,23/8/21
216,35,2021,8,24,1.933544304,181.5756315,210,24/8/21
216,36,2021,8,24,1.775,184.4088329,216,24/8/21
216,37,2021,8,24,1.95390625,206.1217767,288,24/8/21
216,39,2021,8,24,1.348666667,118.9073285,134,24/8/21
216,40,2021,8,24,1.685714286,170.1506779,180,24/8/21
216,41,2021,8,24,1.459473684,118.9670279,50,24/8/21
216,43,2021,8,24,1.725172414,154.418944,90,24/8/21
216,35,2021,8,25,2.235384615,173.1293535,120,25/8/21
216,36,2021,8,25,1.984137931,177.3592899,168,25/8/21
216,37,2021,8,25,1.984418605,200.459462,226,25/8/21
216,39,2021,8,25,1.330833333,113.0395369,64,25/8/21
216,40,2021,8,25,1.419056604,179.3775253,114,25/8/21
216,41,2021,8,25,1.352962963,105.376076,62,25/8/21
216,43,2021,8,25,1.858627451,146.3872916,154,25/8/21
216,35,2021,8,26,1.670810811,175.2819145,172,26/8/21
216,36,2021,8,26,1.434347826,171.7188384,248,26/8/21
216,37,2021,8,26,2.061958763,192.3439863,268,26/8/21
216,39,2021,8,26,1.181515152,109.5544872,160,26/8/21
216,40,2021,8,26,1.652295082,156.9802093,146,26/8/21
216,41,2021,8,26,1.23,99.69355705,72,26/8/21
216,43,2021,8,26,2.237575758,139.942654,200,26/8/21
216,35,2021,8,27,1.496575342,170.60642,170,27/8/21
216,36,2021,8,27,1.759512195,174.9848982,216,27/8/21
216,37,2021,8,27,1.78853211,196.9464071,270,27/8/21
216,39,2021,8,27,1.523432836,124.6346958,198,27/8/21
216,40,2021,8,27,1.605925926,158.5501016,144,27/8/21
216,41,2021,8,27,1.229230769,102.2261178,128,27/8/21
216,43,2021,8,27,1.884893617,143.9964469,122,27/8/21
216,35,2021,8,28,1.860810811,184.7287719,172,28/8/21
216,36,2021,8,28,1.418333333,185.8658058,404,28/8/21
216,37,2021,8,28,1.785454545,209.5234822,242,28/8/21
216,39,2021,8,28,1.351707317,124.4115798,244,28/8/21
216,40,2021,8,28,1.510305344,185.1671597,378,28/8/21
216,41,2021,8,28,1.317083333,117.232891,120,28/8/21
216,43,2021,8,28,1.971261261,156.573522,334,28/8/21
216,35,2021,8,29,1.670377358,187.5922941,128,29/8/21
216,36,2021,8,29,1.593,188.2806205,220,29/8/21
216,37,2021,8,29,1.95375,206.5337272,152,29/8/21
216,39,2021,8,29,1.515151515,134.5071519,184,29/8/21
216,40,2021,8,29,1.555063291,168.0822022,206,29/8/21
216,41,2021,8,29,1.0975,92.11075514,80,29/8/21
216,43,2021,8,29,1.537804878,157.5333437,102,29/8/21
216,35,2021,8,30,2.0325,177.7394113,76,30/8/21
216,36,2021,8,30,2.266969697,169.839823,74,30/8/21
216,37,2021,8,30,2.0625,202.9662839,190,30/8/21
216,39,2021,8,30,1.545555556,130.9191168,82,30/8/21
216,40,2021,8,30,1.903939394,171.5972686,86,30/8/21
216,41,2021,8,30,1.137619048,104.7185144,50,30/8/21
216,43,2021,8,30,2.343333333,154.226167,66,30/8/21
216,35,2021,8,31,1.91875,182.6776392,204,31/8/21
216,36,2021,8,31,1.606790123,185.3938941,190,31/8/21
216,37,2021,8,31,1.754044944,204.6164894,238,31/8/21
216,39,2021,8,31,1.762272727,131.1388077,146,31/8/21
216,40,2021,8,31,1.820740741,164.9259613,128,31/8/21
216,41,2021,8,31,1.586551724,122.840764,74,31/8/21
216,43,2021,8,31,1.975614035,150.2007509,130,31/8/21
